,Intent,Query,Param
54,SEND_MESSAGE,Message my grandma and ask her if she wants me to bring something to dinner.,[SL:RECIPIENT 
55,SEND_MESSAGE,tell my boyfriend to meet for drinks at Outback tonight,[SL:RECIPIENT 
56,GetWeather,will it be windy at two pm in france,windy two pm france
57,SEND_MESSAGE,let joanne know that I expect to be at her house by 1 pm so please  be ready,[SL:RECIPIENT joanne ] know that [SL:CONTENT_EXACT I expect to be at her house by 1 pm so please be ready ] 
58,SEARCH,who holds the major league baseball career hits record,NONE
59,SEARCH,when did amnesia the dark descent come out,NONE
60,GetWeather,on 2/25/2025 will it be hot in holstein,2/25/2025 hot holstein
61,SEARCH,season 2 this is us number of episodes,NONE
62,SEARCH,what causes the ocean tides to rise and fall,NONE
63,SEARCH,when does season 8 of shameless come back,NONE
64,SEARCH,nigeria change from left to right hand drive,NONE
65,SEND_MESSAGE,Hurry and message my girlfriend so she knows that the book club meeting is at our house tommorow night at 11.,[SL:RECIPIENT 
66,SEND_MESSAGE,Text Mom and tell her Ill be at the show Next Thursday,[SL:RECIPIENT 
67,SEND_MESSAGE,message Mary to see if meeting is cancelled,[SL:RECIPIENT Mary ] to see if [SL:CONTENT_EXACT meeting is cancelled ] 
68,GetWeather,what is the forecast for papua new guinea for lunch for rainfall,papua new guinea lunch rainfall
69,SEND_MESSAGE,Message Tom and tell him to meet me at 4th and Cherry,[SL:RECIPIENT Tom ] and tell him to [SL:CONTENT_EXACT meet me at 4th and Cherry ] 
70,SEARCH,when does the new saw 8 come out,NONE
71,SEND_MESSAGE,message family that im ok,[SL:RECIPIENT 
72,SEND_MESSAGE,Please send the message 'Happy Birthday' to Jeanie,[SL:CONTENT_EXACT Happy Birthday ] ' to [SL:RECIPIENT Jeanie ] 
73,SEND_MESSAGE,Please send a message to Laura and ask her where the best place to park is that's closest to the theater Saturday night.,[SL:RECIPIENT Laura ] and ask her [SL:CONTENT_EXACT where the best place to park is that 's closest to the theater Saturday night ] . 
74,SEARCH,when was the temple of venus and roma built,NONE
75,GET_MESSAGE,Any video messages from the Dubrovnik group?,[SL:TYPE_CONTENT video ] messages from the [SL:GROUP Dubrovnik ] group ? 
76,GetWeather,tell me the weather forecast for equatorial guinea,equatorial guinea
77,PlayMusic,i want to hear this is the night from proof,this is the night proof
78,SEND_MESSAGE,send a follow-up message to mike to see if he's in town this weekend,[SL:RECIPIENT mike ] to see if [SL:CONTENT_EXACT he 's in town this weekend ] 
79,SEARCH,what channel is big 10 network on fios,NONE
80,SEARCH,who played junior on in the heat of the night,NONE
81,SEND_MESSAGE,message joey to see if he has plans for the 4th of july,[SL:RECIPIENT joey ] to see if [SL:CONTENT_EXACT he has plans for the 4th of july ] 
82,SEARCH,what does the c stand for chrysler 300c,NONE
83,GetWeather,what s the weather in paris,paris
84,SEARCH,what was the most important new religious figure of the new kingdom of ancient egypt,NONE
85,SEND_MESSAGE,Send message to my assistant to cancel my meetings today because of road closure,[SL:RECIPIENT my assistant ] to [SL:CONTENT_EXACT cancel my meetings today because of road closure ] 
86,GET_MESSAGE,Read Anthony's text to me this morning,[SL:SENDER Anthony ] 's text to [SL:RECIPIENT me ] [SL:DATE_TIME this morning ] 
87,SEARCH,who was the famous scientist that ran the research lab moseley went to in manchester,NONE
88,PlayMusic,play the theme music from 1963 by yuki koyanagi,theme 1963 yuki koyanagi
89,PlayMusic,play a tune by layne staley,tune layne staley
90,PlayMusic,i d like to hear cry baby cry by ally kerr,cry baby cry ally kerr
91,GetWeather,what s the humidity right now in aguila,humidity now aguila
92,SEARCH,the most common form of megalithic architecture in europe is,NONE
93,SEND_MESSAGE,Message Chris to tell him the party has been cancelled.,[SL:RECIPIENT Chris ] to tell him [SL:CONTENT_EXACT the party has been cancelled ] . 
94,SEND_MESSAGE,send Chris a message that I'm running late for the meeting,[SL:RECIPIENT Chris ] a message that [SL:CONTENT_EXACT I'm running late for the meeting ] 
95,SEND_MESSAGE,Message Jen and ask if she has plans for this weekend.,[SL:RECIPIENT Jen ] and ask if [SL:CONTENT_EXACT she has plans for this weekend ] . 
96,SEND_MESSAGE,SEND A MESSAGE TO SEBRINA ASKING IF SHE'S GOING TO HELP ME OR NOT,[SL:RECIPIENT SEBRINA ] ASKING IF [SL:CONTENT_EXACT SHE 'S GOING TO HELP ME OR NOT ] 
97,PlayMusic,play crazy=genius by the alchemist,crazy=genius the alchemist
98,SEARCH,when did boston last win the world series,NONE
99,SEND_MESSAGE,Send a message to Tiff asking if she can meet us at the Olive Garden at 6pm tonight.,[SL:RECIPIENT Tiff ] asking if [SL:CONTENT_EXACT she can meet us at the Olive Garden at 6 pm tonight ] . 
100,SEND_MESSAGE,Message Judy we need plastic utensils for the meal,[SL:RECIPIENT Judy ] [SL:CONTENT_EXACT we need plastic utensils for the meal ] 
101,SEARCH,who is the owner of phoenix mall in chennai,NONE
102,SEND_MESSAGE,Message Mark that the poetry reading will be at the library Saturday afternoon.,[SL:RECIPIENT Mark ] that [SL:CONTENT_EXACT the poetry reading will be at the library Saturday afternoon ] . 
103,SEND_MESSAGE,send a message to Ronnie saying I'm on my way,[SL:RECIPIENT Ronnie ] saying [SL:CONTENT_EXACT I'm on my way ] 
104,SEND_MESSAGE,Message mom saying that remember to brink sun screen,[SL:RECIPIENT 
105,SEARCH,what song did the titanic band play when it sank,NONE
106,SEARCH,a good that can be used in place of another good,NONE
107,GetWeather,what is forecast in keyes summit in new mexico at 3 pm,keyes summit new mexico 3 pm
108,SEARCH,who plays chummy's mother in call the midwife,NONE
109,SEARCH,actress who played camille in death in paradise,NONE
110,PlayMusic,play some sonu niigaam from the fifties,sonu niigaam fifties
111,SEARCH,when was the last time michigan basketball won the championship,NONE
112,SEARCH,what nqf level is a master's degree,NONE
113,PlayMusic,play music from 2015,2015
114,SEARCH,who won the american league pennant in 2017,NONE
115,GetWeather,is it supposed to be chilly in boiling spring lakes,chilly boiling spring lakes
116,SEARCH,where does us highway 1 start and end,NONE
117,SEND_MESSAGE,send happy birthday message to jaclyn,[SL:CONTENT_EXACT happy birthday ] message to [SL:RECIPIENT jaclyn ] 
118,SEARCH,what river flows through charleston west virginia’s capital,NONE
119,SEARCH,where did you go to drink during prohibition,NONE
120,GetWeather,check the weather for eagle harbor tanzania,eagle harbor tanzania
121,PlayMusic,play something by louis nelson delisle,louis nelson delisle
122,SEARCH,who's the voice of phil phillips in the happytime murders,NONE
123,GET_MESSAGE,What new messages are there in League of Legends thread?,[SL:TAG_MESSAGE new ] messages are there in [SL:GROUP League of Legends ] thread ? 
124,SEARCH,who sang it must have been love but its over now,NONE
125,GetWeather,is it warm at seven am in greenland,warm seven am greenland
126,SEARCH,who sings two pints of lager and a packet of crisps,NONE
127,GetWeather,what s the forecast for georgia,georgia
128,SEND_MESSAGE,Ask Ken if he took the dog out this morning.,[SL:RECIPIENT Ken ] if [SL:CONTENT_EXACT he took the dog out this morning ] . 
129,PlayMusic,play my hardstyle baby playlist on netflix,hardstyle baby netflix
130,PlayMusic,play me a mario vazquez movement,mario vazquez movement
131,GetWeather,is there a storm here,storm here
132,SEARCH,when did the soviet union start and end,NONE
133,SEARCH,who was the first black person to register to vote,NONE
134,PlayMusic,play a melody by colin blunstone,melody colin blunstone
135,SEND_MESSAGE,Tell Jo I will be on time.,[SL:RECIPIENT Jo ] [SL:CONTENT_EXACT I will be on time ] . 
136,PlayMusic,play the best music by arthur johnston,best arthur johnston
137,SEND_MESSAGE,Message Micah to see if he is still going to Ulfheim concert,[SL:RECIPIENT Micah ] to see if [SL:CONTENT_EXACT he is still going to Ulfheim concert ] 
138,SEARCH,who decides whether expert witnesses can testify in court,NONE
139,SEND_MESSAGE,I am going to the Food Warehouse in a few hours so send Don a message asking what food he would like me to get,[SL:RECIPIENT Don ] a message asking [SL:CONTENT_EXACT what food he would like me to get ] 
140,SEARCH,where did the french immigrants settle in texas,NONE
141,SEND_MESSAGE,message gwen that I love the present she sent me,[SL:RECIPIENT gwen ] that [SL:CONTENT_EXACT I love the present she sent me ] 
142,SEND_MESSAGE,Message Reggie to ask him what time he will arrive.,[SL:RECIPIENT Reggie ] to ask him [SL:CONTENT_EXACT what time he will arrive ] . 
143,GetWeather,what is the weather going to be at dinner time in the lake le-aqua-na state recreation area,dinner lake le-aqua-na state recreation area
144,SEND_MESSAGE,Help me make and send a video message for the open casting call.,[SL:TYPE_CONTENT video ] message for the open casting call . 
145,GetWeather,will it be warm neighboring here in whitehouse,warm neighboring here whitehouse
146,GetWeather,weather at stanford at six am,stanford six am
147,GetWeather,is it hot in wind ridge guam,hot wind ridge guam
148,SEARCH,progress in neuropsychopharmacology & biological psychiatry impact factor,NONE
149,SEARCH,what is the name of the main artery which takes blood from the heart to the body,NONE
150,GetWeather,forecast for vi,vi
151,SEND_MESSAGE,Text Amaya and ask her when does the pool open for good.,[SL:RECIPIENT Amaya ] and ask her [SL:CONTENT_EXACT when does the pool open for good ] . 
152,PlayMusic,play in every dream home a heartache by vincent paul abbott,in every dream home a heartache vincent paul abbott
153,SEND_MESSAGE,Message my aunt Debbie and tell her I got her card in the mail,[SL:RECIPIENT 
154,GetWeather,how is the weather in edesville mn,edesville mn
155,PlayMusic,play a soundtrack by mike hindert on spotify,soundtrack mike hindert spotify
156,PlayMusic,i want to hear a fourties ballad by luciano,fourties ballad luciano
157,SEARCH,when did the angel of the north get built,NONE
158,PlayMusic,play 2004 guy sebastian on itunes,2004 guy sebastian itunes
159,SEARCH,where is the new stadium being built in las vegas,NONE
160,GET_MESSAGE,Show me who sent the latest message,[SL:ORDINAL latest ] message 
161,SEARCH,who has been a chief minister governer vice president and president of india,NONE
162,SEARCH,what type of planet is neptune known as,NONE
163,PlayMusic,play a new soundtrack by benjamin darvill on groove shark,new soundtrack benjamin darvill groove shark
164,PlayMusic,play me a mel draisey tune from the fourties with vimeo,mel draisey tune fourties vimeo
165,SEND_MESSAGE,Send a thank you text to my parents,[SL:CONTENT_EXACT thank you ] text to [SL:RECIPIENT 
166,SEARCH,icc world cup outside england first time sponsor,NONE
167,SEARCH,when does the new season of sabrina start on netflix,NONE
168,GET_MESSAGE,Did my mom text me?,[SL:SENDER 
169,PlayMusic,i want to hear a good album from toni cottura,good album toni cottura
170,SEARCH,where was because i could not stop for death published,NONE
171,PlayMusic,play elkie brooks seventies sound track,elkie brooks seventies sound track
172,SEND_MESSAGE,Message Anne and ask her if she can make her chicken corn chowder for Christmas Day,[SL:RECIPIENT Anne ] and ask her if [SL:CONTENT_EXACT she can make her chicken corn chowder for Christmas Day ] 
173,GetWeather,will it be hot in keachi,hot keachi
174,GET_MESSAGE,would you pull up my chat requests,
175,SEARCH,malcom in the middle season 1 episode 3,NONE
176,SEARCH,what's the biggest nfl stadium in the united states,NONE
177,GET_MESSAGE,please look up chat requests,
178,SEARCH,who played the role of chandler bing in the tv series friends,NONE
179,SEND_MESSAGE,Message Sara and ask what is the best way to get from the zoo to her house.,[SL:RECIPIENT Sara ] and ask [SL:CONTENT_EXACT what is the best way to get from the zoo to her house ] . 
180,GetWeather,weather for jan 7 in north carolina,jan 7 north carolina
181,PlayMusic,play me a song from luxury liner,song luxury liner
182,PlayMusic,play the most popular ep by marcel khalife on netflix,most popular ep marcel khalife netflix
183,GetWeather,tell me if it will be hot on jun the 10th in san de fuca sweden,hot jun the 10th san de fuca sweden
184,PlayMusic,play track real talk,track real talk
185,SEND_MESSAGE,message marie the library fundraiser is this weekend,[SL:RECIPIENT marie ] [SL:CONTENT_EXACT the library fundraiser is this weekend ] 
186,SEND_MESSAGE,Send a message to Mike  asking where is the Grady Kids Ride going to be held?,[SL:RECIPIENT Mike ] asking [SL:CONTENT_EXACT where is the Grady Kids Ride going to be held ] ? 
187,SEND_MESSAGE,Message Casey to see if she is running in the Santa Monica 5k.,[SL:RECIPIENT Casey ] to see if [SL:CONTENT_EXACT she is running in the Santa Monica 5k ] . 
188,SEARCH,a management information system is which type of system,NONE
189,SEARCH,who won the governor's election in iowa,NONE
190,GET_MESSAGE,Get me the texts from the sports group,[SL:GROUP sports ] group 
191,GetWeather,will it get warmer in czechia,warmer czechia
192,SEARCH,which indian actor has won most national awards,NONE
193,SEND_MESSAGE,Message Fred to see if he is going to still be an exotic dancer in Canada,[SL:RECIPIENT Fred ] to see if [SL:CONTENT_EXACT he is going to still be an exotic dancer in Canada ] 
194,SEARCH,who won the super heavyweight gold medal at the 2000 olympics,NONE
195,GetWeather,will it get hotter in zenith ct,hotter zenith ct
196,GET_MESSAGE,Show messages from Brian,[SL:SENDER Brian ] 
197,SEARCH,what is one to one in a function,NONE
198,SEND_MESSAGE,Message Steve and let him know I will be a few minutes late.,[SL:RECIPIENT Steve ] and let him know [SL:CONTENT_EXACT I will be a few minutes late ] . 
199,PlayMusic,play a top five jonny buckland symphony from around 1989,top five jonny buckland symphony 1989
200,PlayMusic,use the service zvooq to play merengue music,zvooq merengue
201,SEARCH,who sang at last year's super bowl,NONE
202,SEND_MESSAGE,Tell JJ I won't be able to make it due to the snow conditions.,[SL:RECIPIENT JJ ] [SL:CONTENT_EXACT I won't be able to make it due to the snow conditions ] . 
203,GetWeather,is it supposed to be stormy in seagraves,stormy seagraves
204,SEARCH,who won the grudge match on ink master,NONE
205,GetWeather,what is the weather forecast for maryland,maryland
206,PlayMusic,play industrial music,industrial
207,SEND_MESSAGE,Ask my aunt what day the strawberry farm opens.,[SL:RECIPIENT 
208,PlayMusic,play music from 2012 by yossif kobzon on last fm,2012 yossif kobzon last fm
209,PlayMusic,play groove shark folk-rock,groove shark folk-rock
210,GetWeather,what is the weather forecast for wa on september 11 2021,wa september 11 2021
211,PlayMusic,play movement music by monk boudreaux on youtube,movement monk boudreaux youtube
212,SEND_MESSAGE,message melanie and see if she's going to the wedding this weekend,[SL:RECIPIENT melanie ] and see if [SL:CONTENT_EXACT she 's going to the wedding this weekend ] 
213,SEARCH,where does the water from the california aqueduct come from,NONE
214,GetWeather,will there be rain today in greece,rain today greece
215,PlayMusic,play contigo en la distancia,contigo en la distancia
216,PlayMusic,play the most popular song by espen lind,most popular song espen lind
217,PlayMusic,play the greatest soundtrack by jesse harms,greatest soundtrack jesse harms
218,GetWeather,what s the snowfall at noon in in,snowfall noon in
219,PlayMusic,play me leonid soybelman on vimeo,leonid soybelman vimeo
220,SEND_MESSAGE,Message Chris to let him know our meeting is at the library.,[SL:RECIPIENT Chris ] to let him know [SL:CONTENT_EXACT our meeting is at the library ] . 
221,SEND_MESSAGE,Please send it to Dave,[SL:RECIPIENT Dave ] 
222,SEARCH,what was tom hanks character name in castaway,NONE
223,SEARCH,how many episodes of touching evil are there,NONE
224,SEND_MESSAGE,Send a message saying “happy birthday” to lauren,[SL:CONTENT_EXACT happy birthday ] ” to [SL:RECIPIENT lauren ] 
225,SEND_MESSAGE,send a message to my son to let him know the gas station on 1st avenue has an atm machine,[SL:RECIPIENT 
226,GetWeather,how is the weather going to be on child health day in trinidad and tobago,child health day trinidad and tobago
227,SEND_MESSAGE,Ask Ryan if he wants to go to an FSU football game this fall.,[SL:RECIPIENT Ryan ] if [SL:CONTENT_EXACT he wants to go to an FSU football game this fall ] . 
228,GET_MESSAGE,Can I see texts in my baton twirling group,[SL:GROUP baton twirling ] group 
229,SEND_MESSAGE,Message Jadon and ask what would they like for their birthday.,[SL:RECIPIENT Jadon ] and ask [SL:CONTENT_EXACT what would they like for their birthday ] . 
230,SEARCH,derek and meredith get back together season 3,NONE
231,PlayMusic,i d like to hear a track by theo keating,track theo keating
232,GetWeather,what is the six o clock forecast for west selmont in montserrat,six o clock west selmont montserrat
233,PlayMusic,open itunes and play kenny cox most popular concerto,itunes kenny cox most popular concerto
234,PlayMusic,play a 2007 track from adam jones,2007 track adam jones
235,SEARCH,who sang i dreamed a dream in les miserables,NONE
236,GET_MESSAGE,Find the messages from Grandma.,[SL:SENDER 
237,GetWeather,what will the weather be in montevallo on july ninth 2018,montevallo july ninth 2018
238,SEND_MESSAGE,send ian a message and ask him if he will put the laundry in the dryer,[SL:RECIPIENT ian ] a message and ask him if [SL:CONTENT_EXACT he will put the laundry in the dryer ] 
239,SEND_MESSAGE,tell her I can meet her at city walk at 3 pm today,[SL:RECIPIENT her ] [SL:CONTENT_EXACT I can meet her at city walk at 3 pm today ] 
240,SEND_MESSAGE,Send a message to Paul telling him I'm in the car now and will be there soon.,[SL:RECIPIENT Paul ] telling him [SL:CONTENT_EXACT I'm in the car now and will be there soon ] . 
241,PlayMusic,play ecstatic,ecstatic
242,GET_MESSAGE,Show who sent this text,
243,GetWeather,what is the me forecast for joanna,me joanna
244,GET_MESSAGE,Let me see the texts from Roy,[SL:SENDER Roy ] 
245,GET_MESSAGE,Show me messages from Molly please.,[SL:SENDER Molly ] please . 
246,SEND_MESSAGE,send nora a message and let her know i will be late picking her up from dance,[SL:RECIPIENT nora ] a message and let her know [SL:CONTENT_EXACT i will be late picking her up from dance ] 
247,PlayMusic,play music on spotify,spotify
248,GetWeather,will it be hot on december 28 in ayr mi,hot december 28 ayr mi
249,SEND_MESSAGE,Message Oded asking if he is willing to come for a DJ night today,[SL:RECIPIENT Oded ] asking if [SL:CONTENT_EXACT he is willing to come for a DJ night today ] 
250,PlayMusic,play are & be,are & be
251,SEARCH,when did it become law to stand for the national anthem,NONE
252,SEND_MESSAGE,Message Ralph and ask if he has my cell phone.,[SL:RECIPIENT Ralph ] and ask if [SL:CONTENT_EXACT he has my cell phone ] . 
253,SEND_MESSAGE,Message Eric asking him what time the banquet ends this weekend.,[SL:RECIPIENT Eric ] asking him [SL:CONTENT_EXACT what time the banquet ends this weekend ] . 
254,PlayMusic,play a ballad by giorgio moroder,ballad giorgio moroder
255,GET_MESSAGE,Read the first message,[SL:ORDINAL first ] message 
256,GET_MESSAGE,Read message.,
257,PlayMusic,play going down to the river on pandora,going down to the river pandora
258,PlayMusic,play donna summer,donna summer
259,SEND_MESSAGE,Please send my husband a video message,[SL:RECIPIENT 
260,PlayMusic,i wish to hear the playlist estado de ánimo on last fm,estado de ánimo last fm
261,PlayMusic,play a sound track by tom thacker,sound track tom thacker
262,GetWeather,is it warm here now,warm here now
263,SEARCH,what is the killer's name in halloween,NONE
264,GET_MESSAGE,Give me all messages from WhatsApp.,[SL:AMOUNT all ] messages from [SL:RESOURCE WhatsApp ] . 
265,GET_MESSAGE,view my chat requests please,
266,SEARCH,what weapon is typically used by a samurai 1. katana 2. dagger,NONE
267,SEARCH,how many soldiers stormed the beaches of normandy,NONE
268,PlayMusic,play soundtrack by armand van helden,soundtrack armand van helden
269,GET_MESSAGE,can you show me my chats,
270,SEND_MESSAGE,Send a message to my sisters to let them know that we should meet in New York next Saturday,[SL:RECIPIENT 
271,SEARCH,who won the american league east in 2017,NONE
272,GetWeather,how temperate is it in lopeno thailand,temperate lopeno thailand
273,PlayMusic,play a top symphony from the fourties,top symphony fourties
274,GET_MESSAGE,Has dad sent any messages today?,[SL:SENDER 
275,SEND_MESSAGE,Ask the groomer when she's available for a nail trim for the dog,[SL:RECIPIENT the groomer ] [SL:CONTENT_EXACT when she 's available for a nail trim for the dog ] 
276,GetWeather,will it get chillier in furano-ashibetsu prefectural natural park,chillier furano-ashibetsu prefectural natural park
277,PlayMusic,can you play maggie mae on netflix,maggie mae netflix
278,SEARCH,what act did parliament pass after the boston tea party,NONE
279,SEND_MESSAGE,Message Harold and tell him to meet me at the Grand Hall at 9:00 p.m.,[SL:RECIPIENT Harold ] and tell him to [SL:CONTENT_EXACT meet me at the Grand Hall at 9 : 00 p.m ] . 
280,GetWeather,what is the forecast for here one second from now,here one second from now
281,SEND_MESSAGE,Ask Joe if he is going to meet me at the grocery store by me tonight.,[SL:RECIPIENT Joe ] [SL:CONTENT_EXACT if he is going to meet me at the grocery store by me tonight ] . 
282,SEARCH,the cool style piano player best known for his composition take 5 is,NONE
283,SEARCH,who does the voice of bubby on flapjack,NONE
284,SEARCH,what were the 3 seasons in ancient egypt,NONE
285,GET_MESSAGE,i want to see my chat requests please,
286,PlayMusic,play an album from 1987,album 1987
287,SEND_MESSAGE,text austin no,[SL:RECIPIENT austin ] [SL:CONTENT_EXACT no ] 
288,SEND_MESSAGE,Ask Melissa for a map and her address because I'm lost.,[SL:RECIPIENT Melissa ] for [SL:CONTENT_EXACT a map and her address because I'm lost ] . 
289,SEND_MESSAGE,Send a message to my brother John that we will be in Vegas on the 9th.,[SL:RECIPIENT 
290,SEND_MESSAGE,Message mama saying I'll be 15 minutes late,[SL:RECIPIENT 
291,SEARCH,who plays ser davos in game of thrones,NONE
292,SEND_MESSAGE,leave a message with daryl and say 20 dollars should cover it,[SL:RECIPIENT daryl ] and say [SL:CONTENT_EXACT 20 dollars should cover it ] 
293,SEND_MESSAGE,Message Tyler he is going to cook burgers and brats,[SL:RECIPIENT Tyler ] [SL:CONTENT_EXACT he is going to cook burgers and brats ] 
294,GetWeather,what is the forecast for hot temps in kuwait in augusta springs,hot kuwait augusta springs
295,SEND_MESSAGE,Message Crystal that I will not be in attendance for the Board Meeting on June 28.,[SL:RECIPIENT Crystal ] that [SL:CONTENT_EXACT I will not be in attendance for the Board Meeting on June 28 ] . 
296,SEARCH,loch ness tv series where is it filmed,NONE
297,SEARCH,who sings jungle book i wanna be like you,NONE
298,SEARCH,tumhi ho bandhu sakha tumhi cast real name,NONE
299,PlayMusic,play some music by karl blau,karl blau
300,PlayMusic,use the service zvooq to play top-10 by artist coolio,zvooq top-10 coolio
301,GetWeather,what is the forecast starting at 8 pm for alaska,8 pm alaska
302,PlayMusic,play me track september gouden roos by artist daedelus,track september gouden roos daedelus
303,SEARCH,who killed sara in the arrow season 3,NONE
304,GetWeather,tell me the weather forecast for equatorial guinea,equatorial guinea
305,SEARCH,which is the only financial institutes to be awarded the nobel peace prize,NONE
306,SEARCH,who came up with the big five inventory,NONE
307,SEND_MESSAGE,message my mom and say eleven am,[SL:RECIPIENT 
308,SEARCH,who has the most followers on the instagram,NONE
309,SEND_MESSAGE,Ask mom what time does my sister's  party start,[SL:RECIPIENT 
310,SEARCH,when did metro pcs combined with t mobile,NONE
311,GetWeather,forecast for guatemala,guatemala
312,GetWeather,is it going to be foggy in box elder rhode island,foggy box elder rhode island
313,PlayMusic,open groove shark and play jason mizell,groove shark jason mizell
314,SEARCH,where did the bulls play before the united center,NONE
315,SEND_MESSAGE,ask joy to share photos with me,[SL:RECIPIENT joy ] to [SL:CONTENT_EXACT share photos with me ] 
316,GET_MESSAGE,Do I have a message from Dana on May 19th?,[SL:RECIPIENT I ] have a message from [SL:SENDER Dana ] [SL:DATE_TIME on May 19th ] ? 
317,PlayMusic,play a movement from the nineties,movement nineties
318,SEND_MESSAGE,Message Linda to meet me in the lobby bar at 6 pm,[SL:RECIPIENT Linda ] to [SL:CONTENT_EXACT meet me in the lobby bar at 6 pm ] 
319,SEND_MESSAGE,send message to Robert asking where he wants to meet,[SL:RECIPIENT Robert ] asking [SL:CONTENT_EXACT where he wants to meet ] 
320,GET_MESSAGE,Some new message on merengue thread?,[SL:GROUP merengue ] thread ? 
321,PlayMusic,play a song by david silveria from 2002 on zvooq,song david silveria 2002 zvooq
322,SEARCH,what does the state abbreviation mo stand for,NONE
323,SEND_MESSAGE,Let Kallies know that the bridge is under construction and she cannot pass,[SL:RECIPIENT Kallies ] know that [SL:CONTENT_EXACT the bridge is under construction and she cannot pass ] 
